"CUSTOMER_CODE","INVOICE_CODE","AMOUNT","DATE"
"CUST0000099652","IN0279918","368.8","18-Aug-2021"
"CUST0000068062","IN0347938","159.41","29-Feb-2021"
"CUST0000049396","IN0603327","11.34","06-Aug-2021"
"CUST0000011022","IN0009920","152.16","08-Jan-2021"
"CUST0000085521","IN0761349","24.95","17-Dec-2021"
"CUST0000086569","IN0407621","25.71","23-Jul-2021"
"CUST0000045405","IN0464372","181.11","15-Sep-2021"
"CUST0000084144","IN0268967","333.51","01-Jun-2021"
"CUST0000090225","IN0756821","170.69","17-Jun-2021"
"CUST0000066661","IN0590629","303.16","08-Oct-2021"
"CUST0000083078","IN0051026","144.3","10-Mar-2021"
"CUST0000049835","IN0180753","3.41","24-Sep-2021"
"CUST0000068064","IN0100186","51.19","21-Mar-2021"
"CUST0000058351","IN0229641","218.89","09-Dec-2021"
"CUST0000008758","IN0137064","389.28","02-Mar-2021"
"CUST0000068072","IN0018964","173.12","18-Oct-2021"
"CUST0000098805","IN0943236","313.74","26-Sep-2021"
"CUST0000051767","IN0018510","175.12","11-Feb-2021"
"CUST0000076812","IN0256751","167.64","29-Jul-2021"
"CUST0000033908","IN0718314","230.87","22-Jan-2021"
"CUST0000026134","IN0564598","458.24","29-Aug-2021"
"CUST0000057439","IN0325909","542.08","22-Jan-2021"
"CUST0000092942","IN0940707","20.84","10-Nov-2021"
"CUST0000020055","IN0889671","179.38","26-May-2021"
"CUST0000001098","IN0395586","265.69","18-May-2021"
"CUST0000013725","IN0033184","17.18","24-May-2021"
"CUST0000068643","IN0670952","221.51","21-Jan-2021"
"CUST0000063450","IN0974403","39.13","21-Apr-2021"
"CUST0000052001","IN0296112","12.56","17-Apr-2021"
"CUST0000057029","IN0846042","157.46","21-Sep-2021"
"CUST0000090234","IN0846036","76.54","21-Jul-2021"
"CUST0000015360","IN0291000","403.56","25-May-2021"
"CUST0000064712","IN0435317","330.67","04-May-2021"
"CUST0000036509","IN0358232","115.85","01-Aug-2021"
"CUST0000023591","IN0953665","378.76","24-Apr-2021"
"CUST0000030135","IN0913238","441.04","08-Feb-2021"
"CUST0000009011","IN0745336","0.08","04-Dec-2021"
"CUST0000056874","IN0865933","116.42","26-Jun-2021"
"CUST0000012907","IN0986755","242.78","29-Jul-2021"
"CUST0000017211","IN0198336","77.28","25-Oct-2021"
"CUST0000080133","IN0539003","13.61","27-Jan-2021"
"CUST0000096668","IN0687819","344.08","26-Jan-2021"
"CUST0000041753","IN0959771","144.49","24-Jan-2021"
"CUST0000088183","IN0080787","80.14","05-Aug-2021"
"CUST0000033458","IN0842394","0.04","12-Jul-2021"
"CUST0000080084","IN0375116","11.44","12-Apr-2021"
"CUST0000067500","IN0678024","5.37","08-Mar-2021"
"CUST0000094063","IN0377734","161.33","09-Dec-2021"
"CUST0000015360","IN0827662","270.11","08-May-2021"
"CUST0000082183","IN0780493","315.71","31-Jan-2021"
"CUST0000027133","IN0248952","247.4","08-Aug-2021"
"CUST0000073110","IN0293449","421.85","16-Feb-2021"
"CUST0000011647","IN0139633","167.9","04-Jul-2021"
"CUST0000070542","IN0070937","317.52","12-Jan-2021"
"CUST0000043927","IN0759943","21.76","18-Jan-2021"
"CUST0000017710","IN0704244","20.68","29-Aug-2021"
"CUST0000064176","IN0969147","263.01","21-Mar-2021"
"CUST0000000282","IN0157303","355.27","01-Feb-2021"
"CUST0000076101","IN0074197","195.8","01-Nov-2021"
"CUST0000002659","IN0499426","116.51","12-Oct-2021"
"CUST0000064533","IN0599963","55.29","23-Aug-2021"
"CUST0000015393","IN0230802","40.04","30-Aug-2021"
"CUST0000017710","IN0145813","0.87","20-Oct-2021"
"CUST0000058811","IN0342509","7.8","10-Jan-2021"
"CUST0000041024","IN0672076","523.44","21-Jun-2021"
"CUST0000077082","IN0005779","52.92","18-Nov-2021"
"CUST0000032000","IN0939431","22.71","05-Oct-2021"
"CUST0000028348","IN0731313","563.22","17-Nov-2021"
"CUST0000047760","IN0274142","212.06","12-Mar-2021"
"CUST0000000199","IN0511990","292.57","20-Jan-2021"
"CUST0000049799","IN0610551","11.98","09-Aug-2021"
"CUST0000012639","IN0807833","113.58","11-Feb-2021"
"CUST0000048036","IN0449062","157.05","20-Jun-2021"
"CUST0000098805","IN0046754","717.18","27-Sep-2021"
"CUST0000070886","IN0784179","227.59","20-Feb-2021"
"CUST0000000214","IN0230256","10.23","04-Nov-2021"
"CUST0000091719","IN0645537","324.31","15-Jun-2021"
"CUST0000088568","IN0899954","162.82","22-Jun-2021"
"CUST0000032672","IN0983310","16.63","09-Oct-2021"
"CUST0000006107","IN0560350","8.44","08-Jun-2021"
"CUST0000095324","IN0309425","63.5","02-Apr-2021"
"CUST0000028087","IN0368127","56.06","05-Mar-2021"
"CUST0000031769","IN0714854","16.57","23-Aug-2021"
"CUST0000050479","IN0048375","123.98","17-Feb-2021"
"CUST0000080030","IN0923513","236.92","09-Apr-2021"
"CUST0000088568","IN0190732","4.04","07-Apr-2021"
"CUST0000075713","IN0095175","236.13","10-Jul-2021"
"CUST0000056874","IN0210634","102.38","31-May-2021"
"CUST0000079056","IN0463898","140.4","12-Feb-2021"
"CUST0000088160","IN0001960","10.44","25-Nov-2021"
"CUST0000069441","IN0492817","166.72","30-Apr-2021"
"CUST0000090888","IN0025113","226.69","23-Jun-2021"
"CUST0000067221","IN0146682","18.39","01-May-2021"
"CUST0000055743","IN0080175","260.06","13-Jul-2021"
"CUST0000060918","IN0444674","4.83","11-Jan-2021"
"CUST0000014127","IN0120304","92.95","02-Nov-2021"
"CUST0000000177","IN0946301","535.51","07-May-2021"
"CUST0000083950","IN0223685","450.24","24-Feb-2021"
"CUST0000046743","IN0523795","202.31","01-Nov-2021"
"CUST0000098911","IN0882155","187.2","13-Dec-2021"
"CUST0000073219","IN0075326","143.64","24-Jan-2021"
"CUST0000086928","IN0674275","146.8","07-Dec-2021"
"CUST0000067786","IN0614308","65.02","21-Nov-2021"
"CUST0000089878","IN0089277","7.28","04-Aug-2021"
"CUST0000090234","IN0155124","230.08","22-Jan-2021"
"CUST0000037930","IN0934832","178.68","07-Mar-2021"
"CUST0000038302","IN0142964","381.76","14-Jul-2021"
"CUST0000084088","IN0949975","406.09","19-May-2021"
"CUST0000087560","IN0948435","606.59","21-Mar-2021"
"CUST0000011281","IN0427174","229.12","09-Dec-2021"
"CUST0000084951","IN0012689","200.67","17-Oct-2021"
"CUST0000069441","IN0550845","3.12","09-Feb-2021"
"CUST0000044208","IN0819877","317.36","17-Jul-2021"
"CUST0000081933","IN0194979","212.06","10-May-2021"
"CUST0000097078","IN0090479","19.34","19-Apr-2021"
"CUST0000092942","IN0738598","288.79","24-Nov-2021"
"CUST0000044639","IN0098775","123.34","25-Dec-2021"
"CUST0000036774","IN0561049","64.26","28-Mar-2021"
"CUST0000033888","IN0271695","11.21","09-Jan-2021"
"CUST0000041024","IN0808048","236.93","26-Apr-2021"
"CUST0000026065","IN0419509","12.19","03-Apr-2021"
"CUST0000043382","IN0520510","37.54","29-Jan-2021"
"CUST0000080396","IN0351828","195.49","11-Jan-2021"
"CUST0000014515","IN0208521","85.8","24-Jul-2021"
"CUST0000065912","IN0973611","281.72","06-Oct-2021"
"CUST0000051578","IN0909325","463.34","08-Oct-2021"
"CUST0000064712","IN0849760","13.98","17-Nov-2021"
"CUST0000002782","IN0033995","179.53","01-Jan-2021"
"CUST0000079538","IN0069924","331.88","07-Feb-2021"
"CUST0000058811","IN0847472","392.43","21-Oct-2021"
"CUST0000013291","IN0088220","239.36","18-May-2021"
"CUST0000072596","IN0997988","32.01","18-Jul-2021"
"CUST0000018354","IN0927999","656.21","14-Jan-2021"
"CUST0000021064","IN0948311","429.32","30-May-2021"
"CUST0000094170","IN0222577","5.91","12-Aug-2021"
"CUST0000099414","IN0203334","265.36","20-Feb-2021"
"CUST0000077880","IN0596241","8.11","02-Feb-2021"
"CUST0000037610","IN0710787","479.41","01-Jul-2021"
"CUST0000038244","IN0456722","616.5","29-Mar-2021"
"CUST0000043980","IN0813833","113.13","10-Nov-2021"
"CUST0000068064","IN0685977","43.88","08-Nov-2021"
"CUST0000050582","IN0831549","58.21","29-Oct-2021"
"CUST0000070999","IN0737608","37.04","08-Sep-2021"
"CUST0000086919","IN0879470","244.05","09-Feb-2021"
"CUST0000025492","IN0044717","1.96","03-Feb-2021"
"CUST0000021740","IN0510084","225.53","13-Oct-2021"
"CUST0000057439","IN0307314","568.78","01-Jul-2021"
"CUST0000082183","IN0458023","350.12","26-Jan-2021"
"CUST0000057811","IN0723859","7.45","12-Sep-2021"
"CUST0000051725","IN0945934","423.85","24-May-2021"
"CUST0000007289","IN0252985","7.24","02-May-2021"
"CUST0000097382","IN0429461","324.32","28-Oct-2021"
"CUST0000067500","IN0249693","249.64","24-Sep-2021"
"CUST0000087461","IN0251245","165.56","02-Dec-2021"
"CUST0000009208","IN0665177","19.55","12-Sep-2021"
"CUST0000037145","IN0919824","52.66","06-Oct-2021"
"CUST0000067381","IN0903520","514.94","08-Dec-2021"
"CUST0000050672","IN0354418","469.38","02-Aug-2021"
"CUST0000024068","IN0847918","248.14","03-Feb-2021"
"CUST0000008412","IN0635688","182.2","10-Feb-2021"
"CUST0000058734","IN0469930","100.31","07-Apr-2021"
"CUST0000098617","IN0844074","226.6","08-Oct-2021"
"CUST0000075634","IN0582794","19.26","14-Oct-2021"
"CUST0000057498","IN0309079","6.99","20-Sep-2021"
"CUST0000011748","IN0233558","174.07","19-Jul-2021"
"CUST0000016000","IN0088412","418.65","07-Aug-2021"
"CUST0000037021","IN0553366","12.69","18-Feb-2021"
"CUST0000042502","IN0853454","301.27","18-Feb-2021"
"CUST0000071956","IN0159286","0.08","11-Nov-2021"
"CUST0000026795","IN0853546","201.82","28-May-2021"
"CUST0000027404","IN0964164","67.6","09-Apr-2021"
"CUST0000087512","IN0468392","162.33","12-Jul-2021"
"CUST0000070886","IN0585025","356.83","12-Dec-2021"
"CUST0000083185","IN0530265","246.56","04-Feb-2021"
"CUST0000077352","IN0036208","17.39","14-Nov-2021"
"CUST0000086569","IN0257139","110.66","18-Nov-2021"
"CUST0000025605","IN0143528","57.32","15-Aug-2021"
"CUST0000051576","IN0786597","266.18","08-Dec-2021"
"CUST0000048048","IN0206281","14.98","25-Apr-2021"
"CUST0000046241","IN0771367","45.13","03-Apr-2021"
"CUST0000022375","IN0031201","260.39","13-Nov-2021"
"CUST0000083963","IN0078978","168.67","25-Jun-2021"
"CUST0000055733","IN0723803","313.4","24-Dec-2021"
"CUST0000046743","IN0674711","5.36","13-Dec-2021"
"CUST0000049396","IN0160259","184.76","09-Oct-2021"
"CUST0000088110","IN0917128","413.38","01-Jul-2021"
"CUST0000061012","IN0609318","222.45","13-May-2021"
"CUST0000030688","IN0268359","15.39","13-Jun-2021"
"CUST0000097578","IN0333372","247.97","14-Feb-2021"
"CUST0000021406","IN0848716","10.27","28-Oct-2021"
"CUST0000040168","IN0358775","366.63","07-Nov-2021"
"CUST0000085974","IN0925198","232.05","26-Nov-2021"
"CUST0000098805","IN0112286","545.54","08-Apr-2021"
"CUST0000077939","IN0275460","101.29","24-Nov-2021"
"CUST0000045405","IN0864575","131.62","22-Sep-2021"
"CUST0000067077","IN0798255","187.32","02-Jan-2021"
"CUST0000095642","IN0287975","40.95","24-May-2021"
"CUST0000057087","IN0298953","438.82","09-Sep-2021"
"CUST0000068064","IN0959430","430.43","21-Jan-2021"
"CUST0000073241","IN0172084","8.11","25-Jun-2021"
"CUST0000003427","IN0937934","496.53","24-Nov-2021"
"CUST0000080870","IN0248085","13.48","05-Mar-2021"
"CUST0000027748","IN0115184","160.71","10-Dec-2021"
"CUST0000052570","IN0308352","11.94","27-Dec-2021"
"CUST0000039023","IN0193375","332.83","21-Mar-2021"
"CUST0000011927","IN0214209","17.35","10-Jul-2021"
"CUST0000044249","IN0070205","5.45","01-May-2021"
"CUST0000070886","IN0058352","125.29","28-Mar-2021"
"CUST0000028145","IN0216416","185.98","15-Nov-2021"
"CUST0000052904","IN0559254","21.68","29-Apr-2021"
"CUST0000027133","IN0053091","178.42","21-May-2021"
"CUST0000096985","IN0955505","411.6","18-Nov-2021"
"CUST0000033819","IN0260312","3.62","04-Sep-2021"
"CUST0000023011","IN0654307","104.17","15-Mar-2021"
"CUST0000093719","IN0017606","107.3","15-Oct-2021"
"CUST0000023243","IN0778248","127.24","12-Apr-2021"
"CUST0000047971","IN0003569","430.48","12-Oct-2021"
"CUST0000024169","IN0179484","819.71","05-Sep-2021"
"CUST0000052369","IN0827878","417.32","20-Dec-2021"
"CUST0000079036","IN0589862","36.56","25-May-2021"
"CUST0000012064","IN0964266","396.96","13-Apr-2021"
"CUST0000071323","IN0792708","275.18","31-May-2021"
"CUST0000029850","IN0310419","321.3","14-Apr-2021"
"CUST0000032826","IN0882282","20.72","19-Jul-2021"
"CUST0000024734","IN0126706","237.41","18-Sep-2021"
"CUST0000091013","IN0576372","86.44","07-Aug-2021"
"CUST0000000271","IN0620971","118.46","08-Nov-2021"
"CUST0000058888","IN0183054","82.88","19-Mar-2021"
"CUST0000038244","IN0358461","583.63","24-Nov-2021"
"CUST0000053728","IN0337107","115.77","18-Jun-2021"
"CUST0000066454","IN0814863","329.28","19-Feb-2021"
"CUST0000094409","IN0517208","70.44","26-Aug-2021"
"CUST0000048036","IN0796984","114.38","11-Oct-2021"
"CUST0000028145","IN0605544","1.75","30-Jan-2021"
"CUST0000011927","IN0462047","17.55","19-Oct-2021"
"CUST0000073206","IN0125217","136.01","10-Nov-2021"
"CUST0000007655","IN0073376","480.67","22-Apr-2021"
"CUST0000061320","IN0617842","44.36","14-May-2021"
"CUST0000004134","IN0796056","311.47","11-Oct-2021"
"CUST0000072185","IN0110845","139.74","28-Mar-2021"
"CUST0000075713","IN0245779","128.21","23-Mar-2021"
"CUST0000021118","IN0290549","305.66","01-May-2021"
"CUST0000098963","IN0918175","13.85","27-Jun-2021"
"CUST0000070884","IN0420073","226.69","26-Feb-2021"
"CUST0000059808","IN0104118","7.07","31-Jul-2021"
"CUST0000023154","IN0795280","293.6","05-May-2021"
"CUST0000001707","IN0913056","134.42","20-Oct-2021"
"CUST0000045679","IN0398855","344.74","26-Jan-2021"
"CUST0000016790","IN0072560","409.33","05-Nov-2021"
"CUST0000051576","IN0032368","203.4","22-Nov-2021"
"CUST0000079399","IN0464201","199.9","09-Mar-2021"
"CUST0000091052","IN0326150","153.02","31-May-2021"
"CUST0000015393","IN0999519","349.13","28-Mar-2021"
"CUST0000062296","IN0005216","417.78","21-Jan-2021"
"CUST0000057811","IN0215042","278.21","12-Jun-2021"
"CUST0000099165","IN0634266","462.67","30-Apr-2021"
"CUST0000067917","IN0633934","487.98","01-Nov-2021"
"CUST0000094409","IN0504849","251.55","21-Oct-2021"
"CUST0000033908","IN0892142","733.02","26-Oct-2021"
"CUST0000041680","IN0754828","64.83","16-Mar-2021"
"CUST0000083078","IN0086258","376.0","24-Jun-2021"
"CUST0000062785","IN0112970","143.32","26-Sep-2021"
"CUST0000088339","IN0263696","124.8","25-Jun-2021"
"CUST0000056581","IN0475244","32.17","05-Apr-2021"
"CUST0000047760","IN0091472","4.37","08-Dec-2021"
"CUST0000042701","IN0816740","96.52","29-Jul-2021"
"CUST0000052570","IN0269445","18.51","13-Dec-2021"
"CUST0000016603","IN0575946","40.95","10-Nov-2021"
"CUST0000047378","IN0391787","9.36","06-Nov-2021"
"CUST0000096539","IN0511159","61.42","13-Mar-2021"
"CUST0000017795","IN0405812","126.19","18-Jan-2021"
"CUST0000060526","IN0137006","37.04","21-Oct-2021"
"CUST0000060434","IN0062302","217.73","17-Dec-2021"
"CUST0000087461","IN0009140","208.64","30-Apr-2021"
"CUST0000087959","IN0829452","196.94","07-Jan-2021"
"CUST0000015028","IN0370308","189.91","07-Nov-2021"
"CUST0000042274","IN0576358","173.06","22-Jul-2021"
"CUST0000097095","IN0597242","255.53","04-Jan-2021"
"CUST0000056877","IN0045045","12.23","14-Jul-2021"
"CUST0000025011","IN0747731","96.52","02-Nov-2021"
"CUST0000079104","IN0080660","279.72","23-Mar-2021"
"CUST0000079756","IN0388577","18.93","03-Nov-2021"
"CUST0000072087","IN0274833","221.24","22-May-2021"
"CUST0000027930","IN0503119","64.84","01-Jul-2021"
"CUST0000050672","IN0626837","33.2","21-Dec-2021"
"CUST0000059808","IN0984804","173.06","01-Apr-2021"
"CUST0000028898","IN0434669","105.79","28-Dec-2021"
"CUST0000013083","IN0561853","15.68","12-Jul-2021"
"CUST0000055195","IN0915121","207.19","07-May-2021"
"CUST0000042701","IN0508002","13.73","20-Oct-2021"
"CUST0000043349","IN0998989","349.6","11-Jun-2021"
"CUST0000055441","IN0316186","226.8","13-Jul-2021"
"CUST0000034913","IN0045891","296.91","02-Jan-2021"
"CUST0000021056","IN0305298","578.34","23-Oct-2021"
"CUST0000094063","IN0187756","111.74","19-May-2021"
"CUST0000084602","IN0456696","77.87","25-Sep-2021"
"CUST0000021118","IN0768706","313.37","14-Dec-2021"
"CUST0000047003","IN0064986","18.38","28-Dec-2021"
"CUST0000042647","IN0570480","255.5","04-Dec-2021"
"CUST0000047671","IN0913719","236.63","02-Jun-2021"
"CUST0000070026","IN0893446","356.94","16-Feb-2021"
"CUST0000080297","IN0943454","175.01","27-Apr-2021"
"CUST0000095358","IN0312440","15.17","17-Mar-2021"
"CUST0000060807","IN0938221","340.96","05-Feb-2021"
"CUST0000026519","IN0150609","193.82","26-Mar-2021"
"CUST0000067786","IN0265010","168.89","22-Jan-2021"
"CUST0000025174","IN0292431","22.43","08-Apr-2021"
"CUST0000082520","IN0578333","107.35","27-Jan-2021"
"CUST0000001707","IN0413716","123.14","14-Mar-2021"
"CUST0000074157","IN0862619","264.6","03-Dec-2021"
"CUST0000094821","IN0891136","206.37","16-Sep-2021"
"CUST0000035412","IN0505241","48.38","25-Mar-2021"
"CUST0000083185","IN0373603","359.01","19-Mar-2021"
"CUST0000025342","IN0374134","377.31","25-Apr-2021"
"CUST0000058496","IN0684454","214.5","01-May-2021"
"CUST0000047801","IN0854697","185.96","07-Dec-2021"
"CUST0000082520","IN0047032","224.25","18-Jan-2021"
"CUST0000055529","IN0993886","365.15","15-Feb-2021"
"CUST0000021064","IN0710275","135.23","22-Jul-2021"
"CUST0000088183","IN0963049","6.7","13-Oct-2021"
"CUST0000064878","IN0880578","83.86","01-Oct-2021"
"CUST0000088339","IN0220195","17.26","01-Jul-2021"
"CUST0000057946","IN0070996","59.48","05-Sep-2021"
"CUST0000016438","IN0710692","319.79","18-Aug-2021"
"CUST0000018382","IN0549104","4.88","27-May-2021"
"CUST0000049385","IN0415798","358.57","14-Jul-2021"
"CUST0000098237","IN0805603","317.21","24-Jan-2021"
"CUST0000062456","IN0091223","328.57","04-Jan-2021"
"CUST0000072324","IN0069844","204.75","29-Jun-2021"
"CUST0000050162","IN0519147","76.54","25-Nov-2021"
"CUST0000050946","IN0263439","102.86","24-Jul-2021"
"CUST0000035754","IN0855354","9.69","15-Jun-2021"
"CUST0000068755","IN0259672","406.56","19-Jan-2021"
"CUST0000060434","IN0650968","4.62","26-Jan-2021"
"CUST0000077592","IN0068168","169.39","30-Mar-2021"
"CUST0000075080","IN0974876","302.36","16-Aug-2021"
"CUST0000063308","IN0459405","324.12","22-Jun-2021"
"CUST0000029810","IN0760932","341.77","23-Aug-2021"
"CUST0000008758","IN0272410","177.93","17-Dec-2021"
"CUST0000087072","IN0370875","409.92","19-Jul-2021"
"CUST0000020528","IN0879158","233.88","28-Mar-2021"
"CUST0000093028","IN0594270","11.23","01-Mar-2021"
"CUST0000040168","IN0002773","243.75","01-Oct-2021"
"CUST0000015288","IN0423119","183.29","14-Oct-2021"
"CUST0000007054","IN0907898","45.34","26-Dec-2021"
"CUST0000099806","IN0613644","1.75","08-Dec-2021"
"CUST0000072185","IN0145506","36.65","19-May-2021"
"CUST0000096943","IN0872563","210.17","10-Nov-2021"
"CUST0000038685","IN0927126","18.8","06-May-2021"
"CUST0000017207","IN0836366","589.05","13-Oct-2021"
"CUST0000029810","IN0206226","264.74","17-Oct-2021"
"CUST0000052305","IN0015811","243.75","30-Aug-2021"
"CUST0000068825","IN0135312","112.64","17-Mar-2021"
"CUST0000088339","IN0455167","273.67","10-Jan-2021"
"CUST0000054957","IN0390494","58.5","20-May-2021"
"CUST0000038806","IN0184012","247.21","05-May-2021"
"CUST0000021981","IN0895489","56.06","30-Nov-2021"
"CUST0000027404","IN0046012","417.06","01-Feb-2021"
"CUST0000002679","IN0326157","12.19","26-Apr-2021"
"CUST0000020692","IN0802223","215.96","11-Nov-2021"
"CUST0000002702","IN0721620","9.78","31-Jul-2021"
"CUST0000063450","IN0541316","111.15","05-Jun-2021"
"CUST0000057087","IN0256871","164.81","06-Mar-2021"
"CUST0000013083","IN0177033","128.21","21-Apr-2021"
"CUST0000007975","IN0411760","234.0","15-Dec-2021"
"CUST0000095642","IN0885740","18.8","28-Sep-2021"
"CUST0000045170","IN0067879","15.88","24-Jan-2021"
"CUST0000011867","IN0977228","49.26","01-Jan-2021"
"CUST0000087959","IN0382276","142.87","26-Feb-2021"
"CUST0000035100","IN0143000","260.07","28-Aug-2021"
"CUST0000050337","IN0504242","53.98","19-May-2021"
"CUST0000041296","IN0855057","14.48","20-Dec-2021"
"CUST0000051725","IN0872884","15.94","04-Nov-2021"
"CUST0000081225","IN0991901","54.59","07-Nov-2021"
"CUST0000061615","IN0168052","26.37","29-Sep-2021"
"CUST0000055733","IN0783462","113.18","07-Dec-2021"
"CUST0000037261","IN0633397","440.0","26-Nov-2021"
"CUST0000072841","IN0628725","49.14","21-Mar-2021"
"CUST0000065912","IN0186272","351.53","12-Mar-2021"
"CUST0000046041","IN0055376","5.32","08-Mar-2021"
"CUST0000000214","IN0787512","139.1","27-Mar-2021"
"CUST0000039354","IN0739326","7.07","23-Oct-2021"
"CUST0000017496","IN0033796","235.01","12-Nov-2021"
"CUST0000043927","IN0539570","114.16","16-Mar-2021"
"CUST0000063196","IN0356000","64.91","26-Aug-2021"
"CUST0000006107","IN0022730","48.38","18-Sep-2021"
"CUST0000051009","IN0222750","115.67","13-Jun-2021"
"CUST0000064788","IN0783197","182.81","17-Feb-2021"
"CUST0000080853","IN0795357","59.48","27-Apr-2021"
"CUST0000067175","IN0229725","41.44","14-Oct-2021"
"CUST0000030324","IN0869975","87.7","04-Dec-2021"
"CUST0000080945","IN0332726","313.68","24-Jun-2021"
"CUST0000047452","IN0808191","322.06","23-Feb-2021"
"CUST0000011581","IN0229895","148.64","03-May-2021"
"CUST0000051110","IN0313375","287.93","25-Jun-2021"
"CUST0000067231","IN0681907","118.95","11-Nov-2021"
"CUST0000055064","IN0659380","117.94","19-Jul-2021"
"CUST0000068064","IN0876761","324.33","05-Nov-2021"
"CUST0000079554","IN0634556","99.27","01-Apr-2021"
"CUST0000025174","IN0371392","166.83","07-Dec-2021"
"CUST0000073110","IN0589617","195.0","29-Jun-2021"
"CUST0000013338","IN0453140","248.8","06-Mar-2021"
"CUST0000025174","IN0582771","235.87","17-Jul-2021"
"CUST0000005170","IN0080197","424.88","22-Dec-2021"
"CUST0000068697","IN0593519","305.42","17-Jul-2021"
"CUST0000020510","IN0431838","312.05","27-Jan-2021"
"CUST0000091001","IN0867196","87.26","24-Jul-2021"
"CUST0000083804","IN0938393","155.0","21-Oct-2021"
"CUST0000024901","IN0497050","17.31","20-May-2021"
"CUST0000019392","IN0736364","195.49","15-Apr-2021"
"CUST0000070999","IN0208620","133.06","07-Apr-2021"
"CUST0000001621","IN0684205","21.09","22-Apr-2021"
"CUST0000047415","IN0470198","136.99","11-Dec-2021"
"CUST0000016010","IN0432440","121.72","23-Apr-2021"
"CUST0000067758","IN0780868","232.32","19-Apr-2021"
"CUST0000069437","IN0985097","241.8","18-Apr-2021"
"CUST0000095358","IN0960616","44.54","30-Oct-2021"
"CUST0000095907","IN0151482","74.84","25-Jan-2021"
"CUST0000062665","IN0211660","407.29","20-Apr-2021"
"CUST0000052078","IN0805040","171.62","30-Oct-2021"
"CUST0000007132","IN0141470","201.34","26-Jan-2021"
"CUST0000012639","IN0615684","445.67","31-Mar-2021"
"CUST0000038691","IN0706387","113.1","12-Jul-2021"
"CUST0000022977","IN0651215","201.09","28-Jan-2021"
"CUST0000099414","IN0429964","514.11","19-Oct-2021"
"CUST0000047760","IN0241721","293.2","26-Feb-2021"
"CUST0000036946","IN0125416","362.72","18-Feb-2021"
"CUST0000099414","IN0419970","60.87","23-Jan-2021"
"CUST0000047628","IN0035899","191.86","14-Jun-2021"
"CUST0000033500","IN0063622","586.66","08-Dec-2021"
"CUST0000051725","IN0469032","237.21","26-Oct-2021"
"CUST0000042701","IN0363567","60.73","17-Oct-2021"
"CUST0000062296","IN0710211","230.58","10-Feb-2021"
"CUST0000042311","IN0319463","142.78","20-Dec-2021"
"CUST0000087072","IN0361777","195.49","17-Mar-2021"
"CUST0000051576","IN0639324","18.51","28-Jun-2021"
"CUST0000085974","IN0419833","325.16","09-Apr-2021"
"CUST0000016773","IN0838575","67.28","17-Jun-2021"
"CUST0000083573","IN0603301","452.08","27-Sep-2021"
"CUST0000001621","IN0979450","388.19","02-Jul-2021"
"CUST0000001707","IN0685410","471.75","14-Jun-2021"
"CUST0000054957","IN0199781","120.96","08-Oct-2021"
"CUST0000015196","IN0540896","364.39","28-May-2021"
"CUST0000069114","IN0103777","212.89","02-Oct-2021"
"CUST0000004261","IN0937599","7.28","11-Apr-2021"
"CUST0000052305","IN0976576","211.57","11-Oct-2021"
"CUST0000099288","IN0198010","312.98","14-May-2021"
"CUST0000088489","IN0008791","382.61","13-Nov-2021"
"CUST0000011927","IN0275691","61.91","05-Jun-2021"
"CUST0000056877","IN0076885","226.8","11-Feb-2021"
"CUST0000068372","IN0890314","4.08","13-Apr-2021"
"CUST0000046335","IN0752493","255.45","24-Feb-2021"
"CUST0000042311","IN0943646","3.0","27-Dec-2021"
"CUST0000060460","IN0451813","402.92","18-Jul-2021"
"CUST0000024189","IN0079219","203.78","13-Apr-2021"
"CUST0000087645","IN0994832","400.72","17-Oct-2021"
"CUST0000070176","IN0261603","208.16","18-Nov-2021"
"CUST0000094275","IN0238093","12.6","21-Sep-2021"
"CUST0000076812","IN0745797","288.79","31-Mar-2021"
"CUST0000060918","IN0356414","12.94","23-Dec-2021"
"CUST0000062665","IN0704370","240.41","06-Jan-2021"
"CUST0000060413","IN0304219","14.52","29-Sep-2021"
"CUST0000018509","IN0826498","107.74","26-Oct-2021"
"CUST0000016697","IN0074233","19.26","19-May-2021"
"CUST0000001575","IN0403395","497.66","23-Nov-2021"
"CUST0000016790","IN0583613","299.05","11-Oct-2021"
"CUST0000063308","IN0163654","102.86","26-Apr-2021"
"CUST0000024068","IN0447370","427.14","03-Aug-2021"
"CUST0000062187","IN0552845","135.04","12-Aug-2021"
"CUST0000079548","IN0755814","54.43","10-Jul-2021"
"CUST0000002575","IN0735992","133.57","17-Jul-2021"
"CUST0000059808","IN0698979","76.05","18-Oct-2021"
"CUST0000002702","IN0193568","19.43","26-Jul-2021"
"CUST0000046423","IN0714578","23.89","26-Aug-2021"
"CUST0000074467","IN0424634","20.77","24-Mar-2021"
"CUST0000029978","IN0166123","164.81","31-May-2021"
"CUST0000006880","IN0845884","147.71","05-Nov-2021"
"CUST0000079267","IN0831216","23.88","24-Oct-2021"
"CUST0000019927","IN0587884","509.55","26-Jan-2021"
"CUST0000098963","IN0257927","344.79","20-May-2021"
"CUST0000050754","IN0588865","74.51","28-Dec-2021"
"CUST0000038691","IN0870777","160.27","18-Mar-2021"
"CUST0000028916","IN0936505","98.63","31-Dec-2021"
"CUST0000079976","IN0514179","412.19","04-Jul-2021"
